Atualizado em: 2025-01-27
"Aeroporto_Origem_Designador_OACI";"Aeroporto_Origem_Nome_UF_Pais ";"Aeroporto_Destino_Designador_OACI";"Aeroporto_Destino_Nome_UF_Pais";"Etapas_Previstas";"Percentuais_de_Cancelamentos";"Percentuais_de_Atrasos_superiores_a_30_minutos";"Percentuais_de_Atrasos_superiores_a_60_minutos"
"SBIL";"BAHIA - JORGE AMADO(BA, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"9";"0";"11,11";"0"
"SBIP";"USIMINAS(MG, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"109";"11,01";"20,62";"11,34"
"SBIP";"USIMINAS(MG, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"31";"0";"12,9";"6,45"
"SBIZ";"PREFEITO RENATO MOREIRA(MA, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"30";"0";"10";"3,33"
"SBIZ";"PREFEITO RENATO MOREIRA(MA, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"23";"0";"26,09";"8,7"
"SBIZ";"PREFEITO RENATO MOREIRA(MA, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"44";"4,55";"21,43";"4,76"
"SBIZ";"PREFEITO RENATO MOREIRA(MA, BRASIL)";"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"30";"3,33";"17,24";"10,34"
"SBJA";"REGIONAL SUL(SC, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"31";"0";"9,68";"9,68"
"SBJA";"REGIONAL SUL(SC, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"29";"3,45";"14,29";"3,57"
"SBJE";"JERICOACORA(CE, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"6";"0";"16,67";"16,67"
"SBJE";"JERICOACORA(CE, BRASIL)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"13";"38,46";"12,5";"12,5"
"SBJE";"JERICOACORA(CE, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"79";"0";"8,86";"2,53"
"SBJE";"JERICOACORA(CE, BRASIL)";"SBPB";"AEROPORTO INTERNACIONAL DE PARNAÍBA / PREFEITO DOUTOR JOÃO SILVA FILHO(PI, BRASIL)";"22";"22,73";"17,65";"5,88"
"SBJI";"JI-PARANÁ(RO, BRASIL)";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"13";"0";"15,38";"7,69"
"SBJI";"JI-PARANÁ(RO, BRASIL)";"SBPV";"GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA(RO, BRASIL)";"4";"0";"0";"0"
"SBJP";"PRESIDENTE CASTRO PINTO(PB, BRASIL)";"SAEZ";"MINISTRO PISTARINI INTERNATIONAL AIRPORT (EZEIZA INTERNATIONAL AIRPORT)(ARGENTINA)";"4";"0";"0";"0"
"SBJP";"PRESIDENTE CASTRO PINTO(PB, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"82";"0";"3,66";"0"
"SBJP";"PRESIDENTE CASTRO PINTO(PB, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"31";"22,58";"20,83";"16,67"
"SBJP";"PRESIDENTE CASTRO PINTO(PB, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"54";"0";"3,7";"0"
"SBJP";"PRESIDENTE CASTRO PINTO(PB, BRASIL)";"SBGO";"SANTA GENOVEVA/GOIÂNIA(GO, BRASIL)";"3";"0";"0";"0"
"SBJP";"PRESIDENTE CASTRO PINTO(PB, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"162";"0,62";"18,01";"6,21"
"SBJP";"PRESIDENTE CASTRO PINTO(PB, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"43";"2,33";"11,9";"9,52"
"SBJP";"PRESIDENTE CASTRO PINTO(PB, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"59";"8,47";"7,41";"5,56"
"SBJP";"PRESIDENTE CASTRO PINTO(PB, BRASIL)";"SBRP";"LEITE LOPES(SP, BRASIL)";"3";"33,33";"0";"0"
"SBJP";"PRESIDENTE CASTRO PINTO(PB, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"47";"2,13";"2,17";"2,17"
"SBJP";"PRESIDENTE CASTRO PINTO(PB, BRASIL)";"SBSR";"PROFESSOR ERIBERTO MANOEL REINO(SP, BRASIL)";"3";"0";"33,33";"33,33"
"SBJP";"PRESIDENTE CASTRO PINTO(PB, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"30";"0";"3,33";"0"
"SBJP";"PRESIDENTE CASTRO PINTO(PB, BRASIL)";"SBUL";"TEN CEL AVIADOR CÉSAR BOMBONATO(MG, BRASIL)";"7";"0";"0";"0"
"SBJR";"JACAREPAGUÁ(RJ, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"124";"29,03";"26,14";"17,05"
"SBJR";"JACAREPAGUÁ(RJ, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"42";"21,43";"51,52";"33,33"
"SBJR";"JACAREPAGUÁ(RJ, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"171";"20,47";"31,62";"21,32"
"SBJU";"ORLANDO BEZERRA DE MENEZES(CE, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"17";"0";"0";"0"
"SBJU";"ORLANDO BEZERRA DE MENEZES(CE, BRASIL)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"30";"0";"10";"0"
"SBJU";"ORLANDO BEZERRA DE MENEZES(CE, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"91";"1,1";"3,33";"2,22"
"SBJU";"ORLANDO BEZERRA DE MENEZES(CE, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"21";"0";"9,52";"0"
"SBJU";"ORLANDO BEZERRA DE MENEZES(CE, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"30";"3,33";"10,34";"3,45"
"SBJV";"LAURO CARNEIRO DE LOYOLA(SC, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"59";"3,39";"8,77";"3,51"
"SBJV";"LAURO CARNEIRO DE LOYOLA(SC, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"80";"5";"21,05";"7,89"
"SBJV";"LAURO CARNEIRO DE LOYOLA(SC, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"62";"1,61";"31,15";"11,48"
"SBKG";"PRESIDENTE JOÃO SUASSUNA(PB, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"18";"11,11";"0";"0"
"SBKG";"PRESIDENTE JOÃO SUASSUNA(PB, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"55";"5,45";"1,92";"0"
"SBKG";"PRESIDENTE JOÃO SUASSUNA(PB, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"18";"0";"0";"0"
"SBKP";"VIRACOPOS(SP, BRASIL)";"KFLL";"FORT LAUDERDALE-HOLLYWOOD INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"44";"4,55";"21,43";"7,14"
"SBKP";"VIRACOPOS(SP, BRASIL)";"KMCO";"ORLANDO INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"56";"3,57";"18,52";"3,7"
"SBKP";"VIRACOPOS(SP, BRASIL)";"LFPO";"PARIS ORLY AIRPORT(FRANÇA)";"31";"9,68";"25";"21,43"
"SBKP";"VIRACOPOS(SP, BRASIL)";"LPPT";"LISBOA(PORTUGAL)";"52";"17,31";"16,28";"13,95"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBAE";"AEROPORTO ESTADUAL DE BAURU-AREALVA / MOUSSA NAKHL TOBIAS(SP, BRASIL)";"62";"29,03";"15,91";"9,09"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBAQ";"BARTOLOMEU DE GUSMÃO(SP, BRASIL)";"58";"12,07";"31,37";"27,45"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBAR";"SANTA MARIA(SE, BRASIL)";"38";"2,63";"8,11";"5,41"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBAU";"ESTADUAL DARIO GUARITA(SP, BRASIL)";"44";"18,18";"13,89";"2,78"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"92";"0";"7,61";"0"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"166";"2,41";"11,73";"3,7"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBBV";"ATLAS BRASIL CANTANHEDE(RR, BRASIL)";"4";"0";"0";"0"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBCA";"ADALBERTO MENDES DA SILVA(PR, BRASIL)";"73";"30,14";"9,8";"3,92"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"271";"7,01";"20,24";"6,75"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBCG";"CAMPO GRANDE(MS, BRASIL)";"115";"8,7";"16,19";"3,81"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBCH";"SERAFIN ENOSS BERTASO(SC, BRASIL)";"73";"6,85";"13,24";"5,88"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBCP";"BARTOLOMEU LISANDRO(RJ, BRASIL)";"27";"11,11";"4,17";"4,17"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBCR";"CORUMBÁ(MS, BRASIL)";"14";"0";"7,14";"0"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBCT";"AFONSO PENA(PR, BRASIL)";"222";"8,11";"14,22";"5,88"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBCX";"REGIONAL HUGO CANTERGIANI(RS, BRASIL)";"31";"3,23";"23,33";"10"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"130";"4,62";"13,71";"4,84"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBDB";"BONITO(MS, BRASIL)";"4";"0";"0";"0"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBDN";"PRESIDENTE PRUDENTE(SP, BRASIL)";"58";"8,62";"20,75";"3,77"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"93";"1,08";"3,26";"0"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBFI";"CATARATAS(PR, BRASIL)";"74";"10,81";"18,18";"9,09"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBFL";"HERCÍLIO LUZ(SC, BRASIL)";"149";"8,05";"15,33";"5,11"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"80";"2,5";"14,1";"7,69"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"225";"8,44";"11,65";"3,88"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBGO";"SANTA GENOVEVA/GOIÂNIA(GO, BRASIL)";"129";"4,65";"13,01";"3,25"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBIL";"BAHIA - JORGE AMADO(BA, BRASIL)";"42";"0";"7,14";"2,38"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBJA";"REGIONAL SUL(SC, BRASIL)";"29";"3,45";"7,14";"3,57"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBJP";"PRESIDENTE CASTRO PINTO(PB, BRASIL)";"42";"2,38";"9,76";"4,88"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBJR";"JACAREPAGUÁ(RJ, BRASIL)";"41";"14,63";"48,57";"31,43"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBJU";"ORLANDO BEZERRA DE MENEZES(CE, BRASIL)";"21";"0";"14,29";"0"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBJV";"LAURO CARNEIRO DE LOYOLA(SC, BRASIL)";"80";"3,75";"16,88";"5,19"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBLO";"GOVERNADOR JOSÉ RICHA(PR, BRASIL)";"83";"7,23";"18,18";"3,9"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBMG";"SÍLVIO NAME JÚNIOR(PR, BRASIL)";"93";"5,38";"13,64";"6,82"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBML";"FRANK MILOYE MILENKOVICH(SP, BRASIL)";"31";"22,58";"0";"0"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"83";"6,02";"5,13";"1,28"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBNF";"MINISTRO VICTOR KONDER(SC, BRASIL)";"144";"9,03";"6,87";"2,29"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBNM";"SANTO ÂNGELO(RS, BRASIL)";"16";"0";"0";"0"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"218";"5,96";"20,98";"7,32"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBPF";"LAURO KURTZ(RS, BRASIL)";"31";"9,68";"3,57";"3,57"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBPG";"COMANDANTE ANTONIO AMILTON BERALDO(PR, BRASIL)";"17";"17,65";"28,57";"7,14"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBPJ";"BRIGADEIRO LYSIAS RODRIGUES(TO, BRASIL)";"31";"16,13";"19,23";"7,69"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBPK";"PELOTAS(RS, BRASIL)";"9";"0";"22,22";"0"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBPL";"SENADOR NILO COELHO(PE, BRASIL)";"22";"0";"13,64";"0"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBPO";"JUVENAL LOUREIRO CARDOSO(PR, BRASIL)";"16";"6,25";"33,33";"20"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBPP";"PONTA PORÃ(MS, BRASIL)";"17";"11,76";"0";"0"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBPS";"PORTO SEGURO(BA, BRASIL)";"80";"1,25";"7,59";"0"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBRD";"RONDONÓPOLIS(MT, BRASIL)";"19";"0";"21,05";"5,26"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"221";"5,88";"10,1";"4,33"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBRJ";"SANTOS DUMONT(RJ, BRASIL)";"215";"1,4";"13,21";"1,42"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBRP";"LEITE LOPES(SP, BRASIL)";"143";"11,19";"17,32";"3,15"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBSG";"GOVERNADOR ALUIZIO ALVES(RN, BRASIL)";"54";"0";"9,26";"3,7"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBSI";"PRESIDENTE JOÃO BATISTA FIGUEIREDO(MT, BRASIL)";"24";"0";"16,67";"12,5"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"31";"3,23";"16,67";"3,33"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBSM";"SANTA MARIA(RS, BRASIL)";"12";"8,33";"0";"0"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBSR";"PROFESSOR ERIBERTO MANOEL REINO(SP, BRASIL)";"115";"6,09";"13,89";"6,48"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"175";"6,86";"9,82";"3,68"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBTE";"SENADOR PETRÔNIO PORTELLA(PI, BRASIL)";"31";"0";"3,23";"3,23"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBTG";"TRÊS LAGOAS(MS, BRASIL)";"17";"0";"11,76";"5,88"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBUL";"TEN CEL AVIADOR CÉSAR BOMBONATO(MG, BRASIL)";"80";"6,25";"14,67";"5,33"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBUR";"MÁRIO DE ALMEIDA FRANCO(MG, BRASIL)";"22";"4,55";"9,52";"4,76"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBVT";"EURICO DE AGUIAR SALLES(ES, BRASIL)";"102";"11,76";"27,78";"5,56"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SBZM";"REGIONAL DA ZONA DA MATA(MG, BRASIL)";"38";"5,26";"13,89";"11,11"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SGAS";"SILVIO PETTIROSSI INTERNATIONAL AIRPORT(PARAGUAI)";"9";"0";"33,33";"11,11"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SIMK";"TENENTE LUND PRESETTO(SP, BRASIL)";"6";"16,67";"60";"40"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SNBA";"CHAFEI AMSEI (SBBT*)(SP, BRASIL)";"5";"0";"20";"20"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SNCP";"AEROPORTO REGIONAL DO PLANALTO SERRANO(SC, BRASIL)";"22";"9,09";"5";"0"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SNDV";"BRIGADEIRO CABRAL(MG, BRASIL)";"25";"4";"25";"12,5"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SSGG";"Tancredo Thomas de Faria(PR, BRASIL)";"13";"7,69";"16,67";"16,67"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SULS";"C/C CARLOS A. CURBELO DE LAGUNA DEL SAUCE INTERNATIONAL AIRPORT(URUGUAI)";"5";"0";"20";"20"
"SBKP";"VIRACOPOS(SP, BRASIL)";"SWLC";"GENERAL LEITE DE CASTRO(GO, BRASIL)";"30";"0";"10";"3,33"
"SBLE";"HORÁCIO DE MATTOS(BA, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"9";"0";"22,22";"11,11"
"SBLO";"GOVERNADOR JOSÉ RICHA(PR, BRASIL)";"SBCT";"AFONSO PENA(PR, BRASIL)";"50";"10";"6,67";"4,44"
"SBLO";"GOVERNADOR JOSÉ RICHA(PR, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"85";"5,88";"12,5";"3,75"
"SBLO";"GOVERNADOR JOSÉ RICHA(PR, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"83";"9,64";"25,33";"8"
"SBLO";"GOVERNADOR JOSÉ RICHA(PR, BRASIL)";"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"4";"0";"50";"25"
"SBLO";"GOVERNADOR JOSÉ RICHA(PR, BRASIL)";"SBPS";"PORTO SEGURO(BA, BRASIL)";"3";"0";"0";"0"
"SBLO";"GOVERNADOR JOSÉ RICHA(PR, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"83";"8,43";"22,37";"7,89"
"SBMA";"JOÃO CORREA DA ROCHA(PA, BRASIL)";"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"46";"0";"13,04";"6,52"
"SBMA";"JOÃO CORREA DA ROCHA(PA, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"56";"1,79";"1,82";"1,82"
"SBMA";"JOÃO CORREA DA ROCHA(PA, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"30";"0";"6,67";"3,33"
"SBMD";"MONTE DOURADO(PA, BRASIL)";"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"9";"0";"22,22";"22,22"
"SBMG";"SÍLVIO NAME JÚNIOR(PR, BRASIL)";"SBCT";"AFONSO PENA(PR, BRASIL)";"55";"23,64";"11,9";"4,76"
"SBMG";"SÍLVIO NAME JÚNIOR(PR, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"91";"4,4";"9,2";"3,45"
"SBMG";"SÍLVIO NAME JÚNIOR(PR, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"93";"5,38";"18,18";"10,23"
"SBMG";"SÍLVIO NAME JÚNIOR(PR, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"64";"1,56";"23,81";"7,94"
"SBMK";"MÁRIO RIBEIRO(MG, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"124";"6,45";"12,07";"6,03"
"SBMK";"MÁRIO RIBEIRO(MG, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"31";"0";"9,68";"0"
"SBMK";"MÁRIO RIBEIRO(MG, BRASIL)";"SBPS";"PORTO SEGURO(BA, BRASIL)";"13";"7,69";"33,33";"16,67"
"SBMK";"MÁRIO RIBEIRO(MG, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"26";"0";"7,69";"3,85"
"SBML";"FRANK MILOYE MILENKOVICH(SP, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"31";"25,81";"4,35";"0"
"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"SAEZ";"MINISTRO PISTARINI INTERNATIONAL AIRPORT (EZEIZA INTERNATIONAL AIRPORT)(ARGENTINA)";"1";"0";"0";"0"
"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"SBAE";"AEROPORTO ESTADUAL DE BAURU-AREALVA / MOUSSA NAKHL TOBIAS(SP, BRASIL)";"4";"0";"0";"0"
"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"SBAU";"ESTADUAL DARIO GUARITA(SP, BRASIL)";"2";"0";"0";"0"
"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"83";"1,2";"7,32";"1,22"
"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"SBCA";"ADALBERTO MENDES DA SILVA(PR, BRASIL)";"4";"25";"0";"0"
"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"72";"4,17";"8,7";"0"
"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"SBCT";"AFONSO PENA(PR, BRASIL)";"4";"0";"25";"0"
"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"4";"0";"0";"0"
"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"SBDN";"PRESIDENTE PRUDENTE(SP, BRASIL)";"4";"0";"0";"0"
"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"SBFI";"CATARATAS(PR, BRASIL)";"7";"0";"0";"0"
"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"68";"0";"8,82";"4,41"
"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"SBGO";"SANTA GENOVEVA/GOIÂNIA(GO, BRASIL)";"15";"6,67";"0";"0"
"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"263";"1,52";"4,25";"1,54"
"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"SBJP";"PRESIDENTE CASTRO PINTO(PB, BRASIL)";"4";"0";"0";"0"
"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"84";"9,52";"13,16";"5,26"
"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"SBLO";"GOVERNADOR JOSÉ RICHA(PR, BRASIL)";"4";"25";"33,33";"33,33"
"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"101";"3,96";"4,12";"2,06"
"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"SBRP";"LEITE LOPES(SP, BRASIL)";"13";"0";"15,38";"7,69"
"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"SBSG";"GOVERNADOR ALUIZIO ALVES(RN, BRASIL)";"13";"0";"0";"0"
"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"131";"0,76";"10,77";"2,31"
"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"SBSR";"PROFESSOR ERIBERTO MANOEL REINO(SP, BRASIL)";"16";"0";"25";"6,25"
"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"30";"0";"0";"0"
"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"SBUL";"TEN CEL AVIADOR CÉSAR BOMBONATO(MG, BRASIL)";"12";"0";"16,67";"16,67"
"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"SBUR";"MÁRIO DE ALMEIDA FRANCO(MG, BRASIL)";"3";"0";"100";"0"
"SBMQ";"ALBERTO ALCOLUMBRE(AP, BRASIL)";"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"116";"0";"4,31";"2,59"
"SBMQ";"ALBERTO ALCOLUMBRE(AP, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"31";"0";"0";"0"
"SBMQ";"ALBERTO ALCOLUMBRE(AP, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"18";"0";"0";"0"
"SBMS";"DIX-SEPT ROSADO(RN, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"16";"6,25";"13,33";"6,67"
"SBMY";"MANICORÉ(AM, BRASIL)";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"17";"23,53";"30,77";"23,08"
"SBNF";"MINISTRO VICTOR KONDER(SC, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"6";"0";"0";"0"
